"Rule title","level","id (hayabusa_rule)"
"NetShare File Access","informational","8c6ec2b2-8dad-4996-9aba-d659afc1b919"
"Remote Service Activity via SVCCTL Named Pipe","medium","9a0e08fc-d50e-2539-9da0-f2b04439c414"
"Persistence and Execution at Scale via GPO Scheduled Task","high","01628b51-85e1-4088-9432-a11cba9f3ebd"
"Windows Network Access Suspicious desktop.ini Action","medium","192d9d70-11ad-70e5-9d6c-d32a1ec74857"
"SMB Create Remote File Admin Share","high","37f5d188-182d-7a53-dca7-4bebbb6ce43e"
"T1047 Wmiprvse Wbemcomn DLL Hijack","high","f252afa3-fe83-562c-01c0-1334f55af84c"
"DCOM InternetExplorer.Application Iertutil DLL Hijack - Security","high","85e72fe3-83af-8ed9-39d3-2883e46059f1"
"DCERPC SMB Spoolss Named Pipe","medium","d415c82b-814d-5cdc-c2f2-a138115b878e"
"Protected Storage Service Access","high","7695295d-281f-23ce-d52e-8336ebd47532"
"Possible PetitPotam Coerce Authentication Attempt","high","bcc12e55-1578-5174-2a47-98a6211a1c6c"
"Impacket PsExec Execution","high","24e370e0-b9f0-5851-0261-f984742ff2a1"
"Remote Task Creation via ATSVC Named Pipe","medium","93fd0f77-62da-26fb-3e96-71cde45a9680"
"First Time Seen Remote Named Pipe","high","308a3356-4624-7c95-24df-cf5a02e5eb56"
"Suspicious PsExec Execution","high","426009da-814c-c1c0-cf41-6631c9ff6a8e"
"Startup/Logon Script Added to Group Policy Object","medium","bc613d09-5a80-cad3-6f65-c5020f960511"
"Transferring Files with Credential Data via Network Shares","medium","73d3720b-e4f3-d7e1-2a3f-8ca0a5e1fc1b"
"Possible Impacket SecretDump Remote Activity","high","677980bc-7dcc-1f9a-e161-a7f310ec9652"
"Suspicious Access to Sensitive File Extensions","medium","4af39497-9655-9586-817d-94f0df38913f"
"Remote Registry Management Using Reg Utility","medium","e9f405d3-e7ea-9adf-2f31-9ab2a7a90f5a"
"BlueSky Ransomware Artefacts","high","21ead34c-d2d4-2799-6318-2ff9e4aa9222"
"CVE-2021-1675 Print Spooler Exploitation IPC Access","critical","52b5923e-1ef2-aaad-5513-3c830f3c5850"
"NetShare Access","informational","15d042c1-07c6-4e16-ae7d-e0e556ccd9a8"
"Access To ADMIN$ Network Share","low","37b219bc-37bb-1261-f179-64307c1a1829"
"Potential CVE-2023-36884 Exploitation - Share Access","high","5a3b13ed-8700-5d72-5592-4dbeacbeeb64"
"Service Registry Key Read Access Request","low","d1909400-93d7-de3c-ba13-153c64499c7c"
"Windows Defender Exclusion Registry Key - Write Access Requested","medium","777523b0-14f8-1ca2-12c9-d668153661ff"
"SysKey Registry Keys Access","high","63308dbe-54a4-9c70-cc90-6d15e10f3505"
"Suspicious Teams Application Related ObjectAcess Event","high","04a055ea-ffa9-540b-e1d2-d5c1bfd5bc7b"
"WCE wceaux.dll Access","critical","de10da38-ee60-f6a4-7d70-4d308558158b"
"Azure AD Health Monitoring Agent Registry Keys Access","medium","321196fe-fb10-6b13-c611-3dfe40baa1af"
"SCM Database Handle Failure","medium","474caaa9-3115-c838-1509-59ffb6caecfc"
"Password Dumper Activity on LSASS","high","d81faa44-ff28-8f61-097b-92727b8af44b"
"Potentially Suspicious AccessMask Requested From LSASS","medium","c7f94c63-6fb7-9686-e2c2-2298c9f56ca9"
"Processes Accessing the Microphone and Webcam","medium","32337bc9-8e75-bdaf-eaf4-d3b19ee08a67"
"ISO Image Mounted","medium","4faa08cb-e57e-bb07-cfc2-2153a97a99bf"
"SAM Registry Hive Handle Request","high","d7742b08-730d-3624-df95-cc3c6eaa3a39"
"Potential Secure Deletion with SDelete","medium","70c3269a-a7f2-49bd-1e28-a0921f353db7"
"Azure AD Health Service Agents Registry Keys Access","medium","763d50d7-9452-0146-18a1-9ca65e3a2f73"
"LSASS Access From Non System Account","medium","06b8bcc0-326b-518a-3868-fe0721488fb8"
"Sysmon Channel Reference Deletion","high","249d836c-8857-1b98-5d7b-050c2d34e275"
"Stored Credentials in Fake Files","high","888d3e17-a1ed-6b11-895c-e1f9b96b35be"
"Suspicious Multiple File Rename Or Delete Occurred","medium","a4504cb2-23f6-6d94-5ae6-d6013cf1d995"
"Access To Browser Credential Files By Uncommon Applications - Security","low","7619b716-8052-6323-d9c7-87923ef591e6"
"BlueSky Ransomware Artefacts","high","21ead34c-d2d4-2799-6318-2ff9e4aa9222"
"CVE-2024-1708 - ScreenConnect Path Traversal Exploitation - Security","critical","74d067bc-3f42-3855-c13d-771d589cf11c"
"ScreenConnect User Database Modification - Security","medium","82b185f4-cdcb-ba23-9fdb-dbc1a732e1a7"
"CVE-2023-23397 Exploitation Attempt","critical","1aeb71a3-31b4-1a5e-85d8-1631c3a73d43"
"Windows Defender Exclusion Deleted","medium","7bd85790-c82a-56af-7127-f257e5ef6c6f"
"Net Conn","informational","d0a61a11-57c9-4afc-b940-3f19b60db08e"
"Net Conn Blocked","informational","b793a8e6-28a4-4fb8-816e-17a99e4e7b40"
"Task Deleted","informational","de5ed02e-e7b5-47a0-a35c-06a907c988e4"
"Task Created","informational","60d768ca-33e8-4f34-b967-14fd7aa18a22"
"Suspicious Scheduled Task Creation","high","cd7d9f05-3bf6-21f6-6686-e602ab6d72ba"
"Remote PowerShell Sessions Network Connections (WinRM)","high","cc1d9970-7c17-d738-f5cb-8fb12f02d0fd"
"Windows Filtering Platform Blocked Connection From EDR Agent Binary","high","764518e5-4160-b679-1946-cbd0e76705da"
"RDP over Reverse SSH Tunnel WFP","high","810804a5-98c3-7e56-e8ed-8a95d72ad829"
"Uncommon Outbound Kerberos Connection - Security","medium","1ee90f6c-2d09-5bcf-b8fd-06fe14f86746"
"Suspicious Scheduled Task Update","high","d74b03af-7e5f-bc5b-9e84-9d44af3d61b7"
"Important Scheduled Task Deleted/Disabled","high","9ce591d7-6b6d-444a-8c27-8ca626dddad3"
"Enumeration via the Global Catalog","medium","ffaf246b-f54a-05ba-d9b0-fba6626c7822"
"Remote Schtasks Creation","medium","bc42c437-1ea8-fd0f-d964-e37a58d861fc"
"Rare Schtasks Creations","low","89ed0fbe-11b8-ce3c-e025-59925225ee99"
"Scheduled Task Deletion","low","68d6fb03-e325-2ed1-a429-abac7adf7ba3"
"HH.EXE Initiated HTTP Network Connection","medium","13790f2d-97b2-d1a0-6624-1061d7ccbb8c"
"Dllhost.EXE Initiated Network Connection To Non-Local IP Address","medium","1062d249-f014-9faf-044e-2b75d6f9763f"
"Msiexec.EXE Initiated Network Connection Over HTTP","low","8696ae22-70c1-ca19-4888-66ed19ea27da"
"Network Connection Initiated By PowerShell Process","low","9e00ae65-e5aa-2c89-c7a1-7b6ee0e194f5"
"Dfsvc.EXE Network Connection To Non-Local IPs","medium","713fd43d-88e4-6801-2eac-756d06792d4f"
"Network Connection Initiated From Users\Public Folder","medium","a1027f51-4eb5-a16d-91bf-9e124bb594dd"
"Dfsvc.EXE Initiated Network Connection Over Uncommon Port","high","4255ccee-f954-7d80-4281-d5a5fe9ea9f7"
"New RDP Connection Initiated From Domain Controller","high","8b0f1458-5a23-5950-ebc7-f8d7a562dc06"
"Kapeka Backdoor Scheduled Task Creation","high","fa0084fc-2105-cdc9-c7c1-1752bbb2e4d2"
"Diamond Sleet APT Scheduled Task Creation","critical","05731ce3-cfda-dbba-3792-c17794a22cf7"
"Scheduled Tasks Names Used By SVR For GraphicalProton Backdoor","high","ae16af08-e56e-414a-ceba-cb62e9f3a2ef"
"Defrag Deactivation - Security","medium","e4c7a334-7ecb-ef93-85dd-49185891fb7a"
"OilRig APT Schedule Task Persistence - Security","critical","798c8f65-068a-0a31-009f-12739f547a2d"
"Outbound Network Connection Initiated By Cmstp.EXE","high","41d54b25-deb6-4ea3-fbac-3f5b6e200939"
"Uncommon Connection to Active Directory Web Services","medium","b2c34a06-251e-87ee-2d3e-fae878185d34"
"Uncommon Network Connection Initiated By Certutil.EXE","high","bc5e54c2-1b8d-cb27-3079-f47318f4ccc7"
"Suspicious Wordpad Outbound Connections","medium","510d0486-0545-9178-93cb-5f5a8c75930b"
"Network Connection Initiated By AddinUtil.EXE","high","8d993d6b-e44b-0df0-91c0-6093975b69f8"
"Outbound RDP Connections Over Non-Standard Tools","high","e02f9ef8-2edb-79a4-0626-b506436d7ebe"
"Uncommon Outbound Kerberos Connection","medium","7c743e5c-7a9d-ba96-9ada-1d17687e2a6d"
"Local Network Connection Initiated By Script Interpreter","medium","7e448677-939e-f6d0-e901-91843a3888d7"
"RDP to HTTP or HTTPS Target Ports","high","5049ed9f-e700-a499-9498-5e648851d2ad"
"Potentially Suspicious Malware Callback Communication","high","7ac85830-5907-5206-2d25-490b3ace5587"
"Network Connection Initiated By Eqnedt32.EXE","high","141fe5f1-4de3-21fd-1b09-8d53f1019340"
"RegAsm.EXE Initiating Network Connection To Public IP","medium","a0e133b9-f055-5011-01e6-75ed480ad2da"
"Python Initiated Connection","medium","cb64ddfa-8325-dc30-db3f-e546a9b1eba5"
"Office Application Initiated Network Connection Over Uncommon Ports","medium","8cf1b63a-f161-0e51-a9d2-cc697d06a5a4"
"Network Connection Initiated From Process Located In Potentially Suspicious Or Uncommon Location","high","1ba0b3d6-e0f7-98e9-4611-b307922a0766"
"Network Connection Initiated By IMEWDBLD.EXE","high","0f4d93f0-a1eb-e6cb-7d79-f38cc95a9a55"
"Suspicious Outbound SMTP Connections","medium","94af51b6-e4c1-f780-3f48-90c3d7e35ea4"
"Communication To Uncommon Destination Ports","medium","7983db98-5767-b29d-2652-a01fd3e751ad"
"Outbound Network Connection To Public IP Via Winlogon","medium","3c6c2271-decf-a5c0-b983-edaa9cf7077d"
"Network Connection Initiated Via Notepad.EXE","high","e6f76f81-e758-4001-122c-58a3ceef02f9"
"Outbound Network Connection Initiated By Microsoft Dialer","high","fa5330d2-19f1-4167-52a0-fb622b6425f8"
"Microsoft Sync Center Suspicious Network Connections","medium","e2d0c6fb-f0de-9cce-076d-f755f6ae4956"
"Rundll32 Internet Connection","medium","4a7137e3-d863-49dd-6199-5ca7722de62e"
"Outbound Network Connection Initiated By Script Interpreter","high","1487f05c-b749-4322-d657-d20a2eea7e47"
"Network Connection Initiated By Regsvr32.EXE","medium","6814d247-c70b-e49e-6553-149fc21c3a81"
"Network Communication Initiated To File Sharing Domains From Process Located In Suspicious Folder","high","34ba9d0c-a415-a91a-013b-30158906f18c"
"Remote Access Tool - AnyDesk Incoming Connection","medium","5a099129-36a4-b13b-5345-9f37b231fb5c"
"RDP Over Reverse SSH Tunnel","high","81ca22c3-fdfd-6c3a-051f-dc404488536c"
"Office Application Initiated Network Connection To Non-Local IP","medium","7c154a7f-01a0-3b2e-927d-32c452139322"
"Silenttrinity Stager Msbuild Activity","high","f96b2d35-57da-bef8-3624-73634617eac6"
"Suspicious Epmap Connection","high","58a2d80c-c77b-324c-640d-c97cf5fcbefa"
"Service Registry Key Read Access Request","low","d1909400-93d7-de3c-ba13-153c64499c7c"
"Windows Defender Exclusion Registry Key - Write Access Requested","medium","777523b0-14f8-1ca2-12c9-d668153661ff"
"SysKey Registry Keys Access","high","63308dbe-54a4-9c70-cc90-6d15e10f3505"
"Suspicious Teams Application Related ObjectAcess Event","high","04a055ea-ffa9-540b-e1d2-d5c1bfd5bc7b"
"WCE wceaux.dll Access","critical","de10da38-ee60-f6a4-7d70-4d308558158b"
"Azure AD Health Monitoring Agent Registry Keys Access","medium","321196fe-fb10-6b13-c611-3dfe40baa1af"
"SCM Database Handle Failure","medium","474caaa9-3115-c838-1509-59ffb6caecfc"
"Password Dumper Activity on LSASS","high","d81faa44-ff28-8f61-097b-92727b8af44b"
"Potentially Suspicious AccessMask Requested From LSASS","medium","c7f94c63-6fb7-9686-e2c2-2298c9f56ca9"
"Processes Accessing the Microphone and Webcam","medium","32337bc9-8e75-bdaf-eaf4-d3b19ee08a67"
"ISO Image Mounted","medium","4faa08cb-e57e-bb07-cfc2-2153a97a99bf"
"SAM Registry Hive Handle Request","high","d7742b08-730d-3624-df95-cc3c6eaa3a39"
"Potential Secure Deletion with SDelete","medium","70c3269a-a7f2-49bd-1e28-a0921f353db7"
"Azure AD Health Service Agents Registry Keys Access","medium","763d50d7-9452-0146-18a1-9ca65e3a2f73"
"LSASS Access From Non System Account","medium","06b8bcc0-326b-518a-3868-fe0721488fb8"
"Sysmon Channel Reference Deletion","high","249d836c-8857-1b98-5d7b-050c2d34e275"
"Stored Credentials in Fake Files","high","888d3e17-a1ed-6b11-895c-e1f9b96b35be"
"Suspicious Multiple File Rename Or Delete Occurred","medium","a4504cb2-23f6-6d94-5ae6-d6013cf1d995"
"Access To Browser Credential Files By Uncommon Applications - Security","low","7619b716-8052-6323-d9c7-87923ef591e6"
"BlueSky Ransomware Artefacts","high","21ead34c-d2d4-2799-6318-2ff9e4aa9222"
"CVE-2024-1708 - ScreenConnect Path Traversal Exploitation - Security","critical","74d067bc-3f42-3855-c13d-771d589cf11c"
"ScreenConnect User Database Modification - Security","medium","82b185f4-cdcb-ba23-9fdb-dbc1a732e1a7"
"CVE-2023-23397 Exploitation Attempt","critical","1aeb71a3-31b4-1a5e-85d8-1631c3a73d43"
"Windows Defender Exclusion Deleted","medium","7bd85790-c82a-56af-7127-f257e5ef6c6f"
"Potential Secure Deletion with SDelete","medium","70c3269a-a7f2-49bd-1e28-a0921f353db7"
"Task Deleted","informational","de5ed02e-e7b5-47a0-a35c-06a907c988e4"
"Task Created","informational","60d768ca-33e8-4f34-b967-14fd7aa18a22"
"Suspicious Scheduled Task Creation","high","cd7d9f05-3bf6-21f6-6686-e602ab6d72ba"
"Suspicious Scheduled Task Update","high","d74b03af-7e5f-bc5b-9e84-9d44af3d61b7"
"Important Scheduled Task Deleted/Disabled","high","9ce591d7-6b6d-444a-8c27-8ca626dddad3"
"Remote Schtasks Creation","medium","bc42c437-1ea8-fd0f-d964-e37a58d861fc"
"Rare Schtasks Creations","low","89ed0fbe-11b8-ce3c-e025-59925225ee99"
"Scheduled Task Deletion","low","68d6fb03-e325-2ed1-a429-abac7adf7ba3"
"Kapeka Backdoor Scheduled Task Creation","high","fa0084fc-2105-cdc9-c7c1-1752bbb2e4d2"
"Diamond Sleet APT Scheduled Task Creation","critical","05731ce3-cfda-dbba-3792-c17794a22cf7"
"Scheduled Tasks Names Used By SVR For GraphicalProton Backdoor","high","ae16af08-e56e-414a-ceba-cb62e9f3a2ef"
"Defrag Deactivation - Security","medium","e4c7a334-7ecb-ef93-85dd-49185891fb7a"
"OilRig APT Schedule Task Persistence - Security","critical","798c8f65-068a-0a31-009f-12739f547a2d"
"Service Registry Key Read Access Request","low","d1909400-93d7-de3c-ba13-153c64499c7c"
"Windows Defender Exclusion Registry Key - Write Access Requested","medium","777523b0-14f8-1ca2-12c9-d668153661ff"
"SysKey Registry Keys Access","high","63308dbe-54a4-9c70-cc90-6d15e10f3505"
"Suspicious Teams Application Related ObjectAcess Event","high","04a055ea-ffa9-540b-e1d2-d5c1bfd5bc7b"
"WCE wceaux.dll Access","critical","de10da38-ee60-f6a4-7d70-4d308558158b"
"Azure AD Health Monitoring Agent Registry Keys Access","medium","321196fe-fb10-6b13-c611-3dfe40baa1af"
"SCM Database Handle Failure","medium","474caaa9-3115-c838-1509-59ffb6caecfc"
"Windows Defender Exclusion List Modified","medium","8948f034-2d45-47bc-c04b-14ab124247f3"
"Password Dumper Activity on LSASS","high","d81faa44-ff28-8f61-097b-92727b8af44b"
"Potentially Suspicious AccessMask Requested From LSASS","medium","c7f94c63-6fb7-9686-e2c2-2298c9f56ca9"
"Processes Accessing the Microphone and Webcam","medium","32337bc9-8e75-bdaf-eaf4-d3b19ee08a67"
"ISO Image Mounted","medium","4faa08cb-e57e-bb07-cfc2-2153a97a99bf"
"ETW Logging Disabled In .NET Processes - Registry","high","107a403c-5a05-2568-95a7-a7329d714440"
"SAM Registry Hive Handle Request","high","d7742b08-730d-3624-df95-cc3c6eaa3a39"
"NetNTLM Downgrade Attack","high","68f0908b-8434-9199-f0a3-350c27ac97c4"
"Potential Secure Deletion with SDelete","medium","70c3269a-a7f2-49bd-1e28-a0921f353db7"
"Azure AD Health Service Agents Registry Keys Access","medium","763d50d7-9452-0146-18a1-9ca65e3a2f73"
"LSASS Access From Non System Account","medium","06b8bcc0-326b-518a-3868-fe0721488fb8"
"Sysmon Channel Reference Deletion","high","249d836c-8857-1b98-5d7b-050c2d34e275"
"Stored Credentials in Fake Files","high","888d3e17-a1ed-6b11-895c-e1f9b96b35be"
"Suspicious Multiple File Rename Or Delete Occurred","medium","a4504cb2-23f6-6d94-5ae6-d6013cf1d995"
"Access To Browser Credential Files By Uncommon Applications - Security","low","7619b716-8052-6323-d9c7-87923ef591e6"
"Microsoft Office Trusted Location Updated","medium","d4bfa0d5-6f83-cac0-c838-2d05d677611f"
"Shell Context Menu Command Tampering","low","1ce6a719-c7b0-11e7-2b9f-37facf10d1d4"
"Registry Set With Crypto-Classes From The ""Cryptography"" PowerShell Namespace","medium","aa71f12d-30c7-985b-9784-b26e948f0f5d"
"Command Executed Via Run Dialog Box - Registry","low","c4b8f7e9-f874-4e2b-4320-dd805a1bbf21"
"Service Binary in User Controlled Folder","medium","f9252ab9-0f85-c10d-fd51-576b83182926"
"Scheduled Task Created - Registry","low","c6cda933-68be-134e-fe2e-71ee945f0f69"
"IE ZoneMap Setting Downgraded To MyComputer Zone For HTTP Protocols","high","b6f9cd8c-4abc-cbc8-159c-654b64f77695"
"COM Hijack via Sdclt","high","e4a61ceb-0bbe-6cab-3249-6c48c6ef7320"
"Potential AutoLogger Sessions Tampering","high","c561b602-ffb8-a69c-10ef-7c35000d7bca"
"New BgInfo.EXE Custom DB Path Registry Configuration","medium","1bb96a94-8ab5-69b5-8366-2ab8e23877f2"
"Potential PSFactoryBuffer COM Hijacking","high","d3c2b07c-075b-b06e-926a-3c74236f7b42"
"New BgInfo.EXE Custom VBScript Registry Configuration","medium","d3e621d9-17c0-c31c-1daf-8247438baa83"
"Potential Ransomware Activity Using LegalNotice Message","high","dcbfe53c-e933-cfb7-d9ce-8f03726f9637"
"Hide Schedule Task Via Index Value Tamper","high","8f22d1f4-6491-fcf7-858d-c2e73bcb8c48"
"Bypass UAC Using DelegateExecute","high","6c5c8d47-3184-6c84-8736-f426d0e50839"
"Scripted Diagnostics Turn Off Check Enabled - Registry","medium","5726e5a8-ce24-8360-cfb3-731d16ed8aca"
"Suspicious Keyboard Layout Load","medium","59f5abe2-1a9e-45ca-21d7-c1494694129e"
"Add DisallowRun Execution to Registry","medium","c1daf9d0-4faf-5cf7-ee69-08dbaf545e0b"
"Potential Persistence Using DebugPath","medium","7e39f9c6-fca2-d20b-c975-48062f7ac3e0"
"Potential Persistence Via Shim Database In Uncommon Location","high","658b7369-eb29-2ab2-5a37-830bffa14b06"
"Driver Added To Disallowed Images In HVCI - Registry","high","43beb49f-0ccb-ecd4-f361-bcb66b1170f4"
"Change User Account Associated with the FAX Service","high","96a90fb0-3747-35a8-d9c5-dcc7d373c57c"
"Outlook EnableUnsafeClientMailRules Setting Enabled - Registry","high","f3359b54-f4f9-b8da-0ddb-ef16968c70e7"
"Suspicious Environment Variable Has Been Registered","high","59a208e8-d58f-efd0-e693-48703d554101"
"Session Manager Autorun Keys Modification","medium","b7f195d8-0147-8ddd-90c3-3e8e75037660"
"Python Function Execution Security Warning Disabled In Excel - Registry","high","90a9c79a-934b-1610-6e9c-d088885d656f"
"Wdigest Enable UseLogonCredential","high","a2a9ea74-be61-a011-3676-5bdd9cdae0a4"
"Windows Defender Service Disabled - Registry","high","7f5a4070-c4d2-ba36-ab1f-378da90ddf45"
"ETW Logging Disabled For rpcrt4.dll","low","c1e78049-d5f0-8a11-39dd-10110524f89f"
"Bypass UAC Using Event Viewer","high","6b966f00-7138-0a2d-0f30-029d3bed3524"
"Suspicious Path In Keyboard Layout IME File Registry Value","high","595fb3ac-f3e2-e83b-fe23-f4a160b15c17"
"Activate Suppression of Windows Security Center Notifications","medium","b0b20369-6a44-df4d-5671-a85b5eb960dd"
"Enable Local Manifest Installation With Winget","medium","e70cde78-b476-8726-75d1-073aeabb4e1d"
"Antivirus Filter Driver Disallowed On Dev Drive - Registry","high","068836cf-abab-c1b2-804b-c9f34e4445aa"
"Potential Attachment Manager Settings Associations Tamper","high","8d3cb1da-3cc0-2448-a467-9b5a2bd3c4c0"
"Registry Hide Function from User","medium","e95c5cb7-fd08-cb3b-14e8-d0a4287e6f68"
"COM Object Hijacking Via Modification Of Default System CLSID Default Value","high","f27c3f9d-33e2-2ee6-64f7-a34b895b6379"
"Potential Persistence Via AppCompat RegisterAppRestart Layer","medium","536c7bf1-8834-bffb-665e-b945d9a1894b"
"Disable Administrative Share Creation at Startup","medium","2946c058-5b67-3779-9a29-6cd622926e09"
"Registry Disable System Restore","high","5cfed8dd-d873-5012-6a54-f3136099d818"
"Hypervisor Enforced Code Integrity Disabled","high","3b708c9b-48bd-96e8-a680-84e819fcd228"
"New BgInfo.EXE Custom WMI Query Registry Configuration","medium","c08df57b-ce0c-de04-72c1-3319cfdc5a37"
"Internet Explorer Autorun Keys Modification","medium","4c6aafd5-b32d-12d2-ecc7-0138f21e65e8"
"Potential Persistence Via Outlook Today Page","high","0e75b3d7-d3d3-d9fa-4d60-a1254f59e47d"
"CurrentControlSet Autorun Keys Modification","medium","94a78414-5302-4e88-7c59-1d5d0de11a5f"
"Potential Persistence Via Netsh Helper DLL - Registry","medium","6191bb45-e2d4-dc12-74c9-be6994d84572"
"MaxMpxCt Registry Value Changed","low","007fb76c-92e3-5bfa-4f46-d6179811290f"
"ETW Logging Disabled In .NET Processes - Sysmon Registry","high","b845b5d0-c25c-d832-f891-58b8224599ee"
"UAC Bypass via Event Viewer","high","dee5910c-4bd3-fb48-fdbf-2d813d23aefb"
"Macro Enabled In A Potentially Suspicious Document","high","ea79a782-319f-b5bd-9293-cab2134f5c43"
"Potential Provisioning Registry Key Abuse For Binary Proxy Execution - REG","high","010beef6-dccd-7edc-c751-9236ab787158"
"COM Hijacking via TreatAs","medium","0a89f91f-0278-2cf2-d4ad-c958bc125ad3"
"Uncommon Microsoft Office Trusted Location Added","high","c22014de-7963-a2c6-ead7-9fded54d54f0"
"Wow6432Node CurrentVersion Autorun Keys Modification","medium","e262d6ab-07ec-712b-78c5-696f002dc7f0"
"Usage of Renamed Sysinternals Tools - RegistrySet","high","55790e96-f1bd-5804-59c2-7cd806625025"
"New Netsh Helper DLL Registered From A Suspicious Location","high","57fba93d-7938-c3fd-109b-6d1fb6037e2c"
"Potential Persistence Via MyComputer Registry Keys","high","a6f5fcfd-58a6-fb93-b548-3772adf366b9"
"UAC Disabled","medium","6665e720-ff59-40c7-6fc2-63c2990aef5f"
"CurrentVersion NT Autorun Keys Modification","medium","e2bf2ad9-465c-3b63-7970-fd222ffa3708"
"WinSock2 Autorun Keys Modification","medium","e06345ae-614b-8ef6-d336-a5ed3b2dc71b"
"Windows Recall Feature Enabled - Registry","medium","95ba330a-4c5b-ff06-beae-5b424cdd506f"
"Potential PowerShell Execution Policy Tampering","medium","989dffb4-2561-5f0b-079e-74bfe39a050a"
"Potential Persistence Via Excel Add-in - Registry","high","5631054a-458c-6998-d637-e2d4f239ed07"
"Suspicious Service Installed","medium","60953210-fd32-ddac-1118-a569c8452fd3"
"Disabled Windows Defender Eventlog","high","7b78e30a-de66-08da-7417-5b735a074ba2"
"Execution DLL of Choice Using WAB.EXE","high","027f1f5f-4aa7-ac2c-d8c2-084da4eaee3d"
"RDP Sensitive Settings Changed to Zero","medium","debedc1b-8c7d-7257-67d1-a047bde616a4"
"Potential SentinelOne Shell Context Menu Scan Command Tampering","medium","8785a0bb-8ec2-c019-4196-7d4d2fb47bd7"
"Periodic Backup For System Registry Hives Enabled","medium","08ad005b-9676-0872-2751-56c87d6c1385"
"Potential Persistence Via Custom Protocol Handler","medium","49b76666-4660-3762-b2ea-818e190edd5d"
"Default RDP Port Changed to Non Standard Port","high","b0acca11-04f4-7e88-5dd9-fc299b3716e8"
"RestrictedAdminMode Registry Value Tampering","high","5b59bbe4-226f-1215-bff7-8c5a79430936"
"Potential Persistence Via Shim Database Modification","medium","bc03960b-bb9d-b48c-e6cd-73b6e8d17d74"
"Disable Windows Defender Functionalities Via Registry Keys","high","14e19d39-b1be-4903-56be-684b57d45e16"
"Potential WerFault ReflectDebugger Registry Value Abuse","high","effced04-aa28-c07f-9aa5-41cdded8bb61"
"Outlook Security Settings Updated - Registry","medium","8a91b3b9-6d62-e700-63e7-73170f5b0bbc"
"Potential Persistence Via Visual Studio Tools for Office","medium","9f3a2bef-c9ee-ce47-c8eb-d746addb05ac"
"Potentially Suspicious Desktop Background Change Via Registry","medium","e368acaa-a5b7-0fab-0997-8f0f1db5f99a"
"UAC Notification Disabled","medium","4936b46c-badc-cb8a-54d4-3d0b9502aa8a"
"Winlogon Notify Key Logon Persistence","high","16505b6b-b744-b451-e1cc-2bf1ecc9e7df"
"Sysmon Driver Altitude Change","high","42144fcb-9adc-b4dc-e024-4bdf3311c757"
"Change Winevt Channel Access Permission Via Registry","high","69cb5d0b-48e9-4795-d7bf-3b3051750973"
"ServiceDll Hijack","medium","7d12e91a-b670-4461-8bdc-aff5b37eda63"
"Classes Autorun Keys Modification","medium","a4cae50c-cac3-7292-659e-cf9ca88c8ba8"
"Wow6432Node Windows NT CurrentVersion Autorun Keys Modification","medium","e182da19-f29b-2327-f6f0-f71d15ff8dd5"
"Trust Access Disable For VBApplications","high","d5d54339-c5a4-2889-7da2-66fd42b16ef0"
"PowerShell Script Execution Policy Enabled","low","b0ac9712-6658-cdfd-92d7-8aa07fcdf31c"
"Potentially Suspicious ODBC Driver Registered","high","d61e6c48-1d69-1942-c9e5-4244f12fc88e"
"Office Macros Warning Disabled","high","25d40765-aae0-421b-3a7e-00cff494680f"
"Potential Persistence Via GlobalFlags","high","f8423558-5803-e6d5-bd1e-0094253e8d41"
"Disable Windows Event Logging Via Registry","high","6d5ef37b-2d6d-8ef5-a641-57161c232686"
"Registry Persistence via Explorer Run Key","high","2c5460e8-fa5b-2a17-1e53-f6f3789de52d"
"Persistence Via Disk Cleanup Handler - Autorun","medium","844e4a35-c606-6b5d-8390-52c55b9f09b5"
"Suspicious Application Allowed Through Exploit Guard","high","f06899a3-2598-48df-bd36-4c846265e174"
"New Application in AppCompat","informational","bc9f1068-0677-5580-301a-add396842846"
"ScreenSaver Registry Key Set","medium","a6cf9f0e-8857-2bf6-bf8f-ebe833b09125"
"Enabling COR Profiler Environment Variables","medium","4b44d428-f676-8642-3d97-3eb23a44d818"
"New TimeProviders Registered With Uncommon DLL Name","high","49f0ef07-1fcf-1ac7-54ee-8cfbb34caf06"
"Potential Persistence Via TypedPaths","high","e0f39f6d-5bc7-83ca-9a1f-4e67316af212"
"Modification of IE Registry Settings","low","0fbb75e3-4f11-c091-e62d-0159f224a0af"
"Disable Windows Firewall by Registry","medium","d84ec9a7-296b-e4d1-d97c-daa11eee226b"
"Running Chrome VPN Extensions via the Registry 2 VPN Extension","high","7d02b772-7006-ba16-2b13-60db59dcfa00"
"ETW Logging Disabled For SCM","low","2c7799c7-bf70-0033-f2e0-e2ae59d4385b"
"Common Autorun Keys Modification","medium","092b0638-9aaa-3ecd-820c-9e873b647497"
"Windows Event Log Access Tampering Via Registry","high","af6d5933-a155-f3c7-bdb6-c2b98b515cc7"
"Registry Modification to Hidden File Extension","medium","88665d21-f330-6799-62f0-724746a160d7"
"Enable LM Hash Storage","high","3649e76a-4f74-b4bf-7b6e-511fc789a746"
"Add Debugger Entry To Hangs Key For Persistence","high","9f96ee4d-d1e8-d5d0-e2d8-8fce145b8006"
"Potential EventLog File Location Tampering","high","dfa1b70c-248b-d9ac-0b47-fbce1fe26a10"
